howfundId,tejId,FRId,FCId,FDId
howF1381,FLZC9,,1146,FLZC5
howF1382,FLZD0,116078,1116,FLZC3
howF1383,FLZD1,,1145,FLZC4
howF1384,FLZD2,116083,1174,FLZD5
howF1385,FLZD4,116052,592,FLZC7
howF1386,FLZD5,,595,FLZC9
howF1387,FLZD6,116053,593,FLZC8
howF1388,FLZD8,116031,152,FLZD1
howF1389,FLZE0,116022,125,FLZD0
howF1390,FLZE1,116032,154,FLZD3
howF1391,FLZE2,,132,FLZ01
howF1392,FLZE3,116010,785,FLZE8
howF1393,FLZE4,116073,1009,FLZD6
howF1394,FLZE5,116075,1012,FLZD8
howF1395,FLZE6,,1014,FLZD9
howF1396,FLZE7,116074,1010,FLZD7
howF1397,FLZE8,,1019,FLZE3
howF1398,FLZE9,,1028,FLZE6
howF1399,FLZF0,,1020,FLZE4
howF1400,FLZF1,,1022,FLZE5
howF1401,FLZF2,116044,433,FLZE0
howF1402,FLZF3,116045,434,FLZE1
howF1403,FLZF4,116027,437,FLZE2
howF1404,FLZF5,116081,1171,FLZE7
howF1405,FLZF6,116049,558,FLZE9
howF1406,FLZF7,116093,661,FLZF0
howF1407,FLZF8,116084,1433,FLZF1
howF1408,FLZF9,116087,1436,FLZF4
howF1409,FLZG0,116085,1434,FLZF2
howF1410,FLZG1,116086,1435,FLZF3
howF1411,FLZG2,116042,426,FLZF5
howF1412,FLZG3,116092,652,FLZF6
howF1413,FLZG4,116030,651,FLZF7
howF1414,FLZG5,,654,FLZG1
howF1415,FLZG6,,653,FLZG2
howF1416,FLZG7,116034,349,FLZF8
howF1417,FLZG8,116094,663,FLZF9
howF1418,FLZG9,116023,287,FLZG0
howF1419,FLZH0,116082,1172,FLZG3
howF1420,FLZH1,116009,782,FLZG4
howF1421,FLZH2,116037,375,FLH29
howF1422,FLZH3,116038,376,FLH30
howF1423,FLZH4,,378,FLZG7
howF1424,FLZH5,116080,1156,FLZG9
howF1425,FLZH6,116079,1155,FLZG8
howF1426,FLZH7,116028,552,FLZH1
howF1427,FLZH8,116054,613,FLZH2
howF1428,FLZH9,116050,561,FLZH0
howF1429,FLZI0,116006,778,FLZH3
howF1430,FLZI1,116090,1716,FLZH4
howF1431,FLZI2,116089,1714,FLZH5
howF1432,FLZI3,116088,1659,FLZH6
howF1433,FLZI4,116091,1805,FLZH8
howF1434,FPZ01,,IE00B00P2J79,IAE16
howF1435,FPZ02,,IE00B00P2K84,IAE17
howF1436,FPZ03,,LU0084288595,IAE01
howF1437,FPZ04,,LU0084288678,IAE02
howF1438,FPZ06,,LU0130100216,IAE07
howF1439,FPZ07,,LU0130102774,IAE13
howF1440,FPZ08,,LU0130103400,IAE10
howF1441,FPZ10,,LU0130493355,IAE08
howF1442,FPZ11,,LU0130517989,IAE14
howF1443,FPZ12,,LU0130518102,IAE11
howF1444,FPZ13,,LU0147918923,IAE03
howF1445,FPZ15,,LU0147925118,IAE09
howF1446,FPZ16,,LU0147943442,IAE15
howF1447,FPZ17,,LU0147944259,IAE12
howF1448,FPZ18,,IE00B23XD337,IAE18
howF1449,FPZ21,,LU0315560408,IAE24
howF1450,FPZ22,,LU0315561471,IAE25
howF1451,FPZ23,,IE00B23XD444,IAE19
howF1452,FPZ24,,IE00B23XDB15,IAE20
howF1453,FPZ25,,IE00B23XDC22,IAE21
howF1454,FPZ26,,IE0000507263,
howF1455,FPZ27,,IE00B23XCZ83,
howF1456,FPZ28,,IE0009240692,
howF1457,FPZ29,,IE00B23XD774,
howF1458,FPZ30,,IE00B3F05Z53,IAE26
howF1459,FPZ31,,LU0084288082,IAE34
howF1460,FPZ32,,LU0084288165,IAE35
howF1461,FPZ33,,LU0084288249,IAE28
howF1462,FPZ34,,LU0084288322,IAE29
howF1463,FPZ35,,LU0103015565,IAE31
howF1464,FPZ36,,LU0103015722,IAE32
howF1465,FPZ37,,LU0147918097,IAE33
howF1466,FPZ38,,LU0147918766,IAE27
howF1467,FPZ39,,LU0147921554,IAE30
howF1468,FPZ40,,IE00B6150V66,IAE36
howF1469,FPZ41,,IE00B23XDT98,
howF1470,FPZ42,,IE0003063223,
howF1471,FPZ43,,IE00B5L92821,IAE40
howF1472,FPZ44,,IE00B5LW8F04,IAE41
howF1473,FPZ45,,LU0411265829,
howF1474,FPZ46,,LU0411266801,IAE38
howF1475,FPZ47,,LU0255249772,
howF1476,FPZ48,,LU0411267015,IAE46
howF1477,FPZ49,,LU0477146137,IAE45
howF1478,FPZ50,,LU0477146053,IAE44
howF1479,FSZ01,47003,FSIFIS1,FSZ01
howF1480,FSZ02,47009,FSIFHQG1,FSZ02
howF1481,FSZ03,47008,FSIFGB1,FSZ03
howF1482,FSZ04,47004,FSIF100I,FSZ04
howF1483,FSZ07,47002,FSIFSMG1,FSZ07
howF1484,FSZ08,47011,FSIFGCG4,FSZ10
howF1485,FSZ09,47007,FSIFCF4,FSZ09
howF1486,FSZ10,,FSIFGEML4,FSZ11
howF1487,FSZ11,47001,FSIFGR4,FSZ12
howF1488,FSZ12,47005,FSIFAG4,FSZ08
howF1489,FSZ13,47006,FSIFAQB1,FSZ18
howF1490,FSZ14,47010,FSIFAQBM1,FSZ19
howF1491,FSZ15,47012,FSIFGLI1D,FSH26
howF1492,FTZ01,43068,LU0048584097,FTZ01
howF1493,FTZ02,43115,LU0048575426,FTZ02
howF1494,FTZ05,43112,LU0048573561,FTZ05
howF1495,FTZ06,43028,LU0077335932,FTZ06
howF1496,FTZ07,43133,LU0050427557,FTZ07
howF1497,FTZ08,43118,LU0048585144,FTZ08
howF1498,FTZ09,43123,LU0048587603,FTZ09
howF1499,FTZ10,43132,LU0049112450,FTZ10
howF1500,FTZ13,43113,LU0048573645,FTZ13
howF1501,FTZ14,43114,LU0048574536,FTZ14
howF1502,FTZ16,43126,LU0048588163,FTZ16
howF1503,FTZ17,,LU0048587868,FTZ17
howF1504,FTZ18,,LU0048621477,FTZ18
howF1505,FTZ19,,LU0055114457,FTZ19
howF1506,FTZ20,43154,LU0061324488,FTZ20
howF1507,FTZ22,43116,LU0048578792,FTZ22
howF1508,FTZ23,43150,LU0061175625,FTZ23
howF1509,FTZ24,43125,LU0048588080,FTZ24
howF1510,FTZ25,,LU0048581077,FTZ25
howF1511,FTZ26,43128,LU0048621717,FTZ26
howF1512,FTZ27,43001,LU0048580004,FTZ27
howF1513,FTZ28,43117,LU0048579410,FTZ28
howF1514,FTZ29,43069,LU0048584766,FTZ29
howF1515,FTZ30,43135,LU0054754816,FTZ30
howF1516,FTZ31,43134,LU0052588471,FTZ31
howF1517,FTZ32,43067,LU0048582984,FTZ32
howF1518,FTZ33,43131,LU0048622798,FTZ33
howF1519,FTZ34,43169,LU0048579097,FTZ34
howF1520,FTZ36,,LU0115011255,FTZ36
howF1521,FTZ53,43157,LU0069449576,FTZ53
howF1522,FTZ54,43156,LU0064964074,FTZ54
howF1523,FTZ55,43155,LU0064963852,FTZ55
howF1524,FTZ59,43029,LU0088814487,FTZ59
howF1525,FTZ60,43158,LU0069450319,FTZ60
howF1526,FTZ61,43031,LU0099575291,FTZ61
howF1527,FTZ62,43030,LU0099574567,FTZ62
howF1528,FTZ65,43022,LU0114721508,FTZ65
howF1529,FTZ66,43023,LU0114722498,FTZ66
howF1530,FTZ67,43003,LU0114720955,FTZ67
howF1531,FTZ68,43024,LU0114722902,FTZ68
howF1532,FTZ69,43056,LU0110060430,FTZ69
howF1533,FTZ70,43139,LU0168053600,FTZ70
howF1534,FTZ71,43140,LU0168055563,FTZ71
howF1535,FTZ72,43138,LU0168050333,FTZ72
howF1536,FTZA1,43057,LU0119124781,FTZA1
howF1537,FTZA2,43070,LU0132282301,FTZA2
howF1538,FTZA3,43141,LU0168057262,FTZA3
howF1539,FTZA6,,LU0147748072,FTZA6
howF1540,FTZA7,43164,LU0187121727,FTZA7
howF1541,FTZA8,43026,LU0119124278,FTZB0
howF1542,FTZA9,43071,LU0138981039,FTZB2
howF1543,FTZB0,43073,LU0157215616,
howF1544,FTZB1,43137,LU0161332480,FTZA9
howF1545,FTZB2,43165,LU0197229882,FTZA8
howF1546,FTZB3,43167,LU0215158840,FTZB7
howF1547,FTZB4,43168,LU0215159145,FTZB8
howF1548,FTZB5,43119,LU0237697510,FTZB4
howF1549,FTZB6,43120,LU0237698245,FTZB3
howF1550,FTZB7,43121,LU0238203821,FTZB6
howF1551,FTZB8,43033,LU0238205446,
howF1552,FTZB9,43080,LU0205439572,FTH14
howF1553,FTZC0,43065,LU0048580855,FTH05
howF1554,FTZC1,43041,LU0318931192,FTZB9
howF1555,FTZC2,43084,LU0286669428,FTK08
howF1556,FTZC3,43081,LU0286668453,FTH46
howF1557,FTZC4,43083,LU0286668966,FTH45
howF1558,FTZC5,43127,LU0048597586,FTZ11
howF1559,FTZC6,43058,LU0261947096,FTH09
howF1560,FTZC7,43027,LU0069452877,FTZC0
howF1561,FTZC8,43144,LU0261946445,FTH08
howF1562,FTZC9,43161,LU0173614495,FTH07
howF1563,FTZD0,,LU0346391161,FTZE9
howF1564,FTZD1,,LU0346390866,FTZE8
howF1565,FTZD2,,LU0346391831,FTZD1
howF1566,FTZD3,,LU0370789306,FTZC8
howF1567,FTZD4,,LU0318940771,FTZC7
howF1568,FTZD5,,LU0370789561,FTZE4
howF1569,FTZD6,,LU0346392995,FTZC9
howF1570,FTZD7,,LU0346389181,FTZE0
howF1571,FTZD8,,LU0346392219,FTZE2
howF1572,FTZD9,,LU0346388704,FTZD9
howF1573,FTZE0,,LU0346389348,FTZD5
howF1574,FTZE1,,LU0346388613,FTZD8
howF1575,FTZE2,,LU0346388969,FTZD7
howF1576,FTZE3,,LU0370789058,FTZE3
howF1577,FTZE4,43062,LU0157922724,FTZF5
howF1578,FTZE5,,LU0346391245,FTZE5
howF1579,FTZE6,43166,LU0197230542,FTZF6
howF1580,FTZE7,,LU0370790650,FTZF1
howF1581,FTZE8,,LU0346391674,FTZD2
howF1582,FTZE9,,LU0318941159,FTZF0
howF1583,FTZF0,,LU0346390510,FTZC2
howF1584,FTZF1,,LU0370788753,FTZE1
howF1585,FTZF2,,LU0346392482,FTZD0
howF1586,FTZF3,,LU0318939179,FTZC1
howF1587,FTZF4,43160,LU0069450822,FTZF3
howF1588,FTZF5,,LU0370789132,FTZC6
howF1589,FTZF6,43002,LU0069451390,FTZF4
howF1590,FTZF8,,LU0346390940,FTZE7
howF1591,FTZF9,43040,LU0307839646,FTZF2
howF1592,FTZG0,43035,LU0238206170,FTK10
howF1593,FTZG1,43005,LU0238204472,FTK09
howF1594,FTZG2,,LU0238206337,FTZE6
howF1595,FTZG3,,LU0346390197,FTZC4
howF1596,FTZG4,,LU0346388456,FTZD3
howF1597,FTZG5,,LU0346390270,FTZD6
howF1598,FTZG6,,LU0346388373,FTZC3
howF1599,FTZG8,,LU0370789488,FTZG9
howF1600,FTZG9,43162,LU0267386448,FTZG6
howF1601,FTZH1,43163,LU0267387255,FTZG8
howF1602,FTZH2,,LU0346390601,FTZF9
howF1603,FTZH3,43061,LU0054237671,FTZF7
howF1604,FTZH4,43077,LU0261950983,FTZF8
howF1605,FTZH5,43037,LU0413542167,FTZG0
howF1606,FTZH6,,LU0370788910,FTZH0
howF1607,FTZH7,43092,LU0303821028,FTZG3
howF1608,FTZH8,43004,LU0303823156,FTZG4
howF1609,FTZH9,43085,LU0303816028,FTZG1
howF1610,FTZI0,43086,LU0303816705,FTZG2
howF1611,FTZI1,43006,LU0532245122,FTZH1
howF1612,FTZI2,43151,LU0261953904,FTZH9
howF1613,FTZI3,43078,LU0261952922,FTZI1
howF1614,FTZI4,43075,LU0261947682,FTZH8
howF1615,FTZI6,43143,LU0261946288,FTZH6
howF1616,FTZI7,43034,LU0238205958,FTZH3
howF1617,FTZI8,43032,LU0238205289,FTZH2
howF1618,FTZI9,43079,LU0261953490,FTZI0
howF1619,FTZJ0,43036,LU0251130638,FTZH4
howF1620,FTZJ1,43129,LU0251130802,FTZH5
howF1621,FTZJ2,,LU0393653919,FTZJ0
howF1622,FTZJ3,,LU0353649436,FTZI9
howF1623,FTZJ4,43087,LU0353648891,FTZI7
howF1624,FTZJ5,43088,LU0353649279,FTZI8
howF1625,FTZJ6,,LU0390711777,FTZI6
howF1626,FTZJ7,43042,LU0329678170,FTZI2
howF1627,FTZJ8,43059,LU0329678337,FTZI4
howF1628,FTZJ9,43043,LU0329678253,FTZI3
howF1629,FTZK0,43063,LU0329678410,FTZI5
howF1630,FTZK1,43098,LU0605512788,FTZJ2
howF1631,FTZK2,43045,LU0605520377,FTZJ3
howF1632,FTZK3,43038,LU0605515021,FTZJ1
howF1633,FTZK8,43015,LU0594300179,FTZJ9
howF1634,FTZK9,43017,LU0594300419,FTZK1
howF1635,FTZL0,,LU0594300500,FTZK2
howF1636,FTZL1,43014,LU0594300096,FTZJ8
howF1637,FTZL2,43016,LU0594300252,FTZK0
howF1638,FTZL3,43091,LU0390710613,FTZK4
howF1639,FTZL4,43090,LU0390710027,FTZK3
howF1640,FTZL5,,LU0594301144,FTZK8
howF1641,FTZL6,43093,LU0594300849,FTZK5
howF1642,FTZL7,43018,LU0594300682,FTZK7
howF1643,FTZL8,43097,LU0594301060,FTZK6
howF1644,FTZM1,43142,LU0261945553,FTZK9
howF1645,FTZM2,43076,LU0261950470,FTZL2
howF1646,FTZM3,43046,LU0621411155,FTZL3
howF1647,FTZM4,43102,LU0877626530,FTZL4
howF1648,FTZM5,43019,LU0882574139,FTZL5
howF1649,FTZM6,43007,LU0882574055,FTZL6
howF1650,FTZM7,43020,LU0882574212,FTZL7
howF1651,FTZM8,43107,LU0937949237,FTZM0
howF1652,FTZM9,43021,LU0937948932,FTZL8
howF1653,FTZN0,43108,LU0937949310,FTZM1
howF1654,FTZN1,43082,LU0937949070,FTZL9
howF1655,FTZN2,43152,LU0772969993,FTZM7
howF1656,FTZN3,,LU0731782826,FTZM5
howF1657,FTZN4,43147,LU0731783048,FTZM6
howF1658,FTZN5,43044,LU0605515377,FTZM2
howF1659,FTZN6,,LU0605515963,FTZM4
howF1660,FTZN7,,LU0605515880,FTZM3
howF1661,FTZN8,43111,LU0963542310,FTZN0
howF1662,FTZN9,,LU0971096721,FTZM9
howF1663,FTZO0,43109,LU0963029086,FTZM8
howF1664,FTZO1,43110,LU0963542070,FTZN1
howF1665,FTZO2,,LU0936577724,FTZN2
howF1666,FTZO3,,LU0936577138,FTZN3
howF1667,FTZO4,43095,LU0997587166,FTZN11
howF1668,FTZO5,43060,LU0997586945,FTZN9
howF1669,FTZO6,43094,LU0997587083,FTZN10
howF1670,FTZO7,43053,LU0997586861,FTZN8
howF1671,FTZO8,43049,LU0997586432,FTZN4
howF1672,FTZO9,43052,LU0997586788,FTZN7
howF1673,FTZP0,43050,LU0997586515,FTZN5
howF1674,FTZP1,43051,LU0997586606,FTZN6
howF1675,FTZP2,43096,LU1005136848,FTZO1
howF1676,FTZP3,43054,LU0997587240,FTZO4
howF1677,FTZP4,43159,LU0857700040,FTZO3
howF1678,FTZP5,43074,LU0353647737,FTZO5
howF1679,FTZP6,43064,LU0353647653,FTZO2
howF1680,FTZP7,,LU0353648032,FTZO6
howF1681,FTZP8,43101,LU1046420391,FTZO8
howF1682,FTZP9,43104,LU1046420557,FTZO9
howF1683,FTZQ0,43008,LU1046421795,FTZP1
howF1684,FTZQ1,43105,LU1046420631,FTZP4
howF1685,FTZQ2,43103,LU1046420474,FTZP0
howF1686,FTZQ3,43009,LU1046421878,FTZO7
howF1687,FTZQ4,43055,LU1046421522,FTZP3
howF1688,FTZQ5,43153,LU1046421449,
howF1689,FTZQ6,43010,LU1084165304,FTZP5
howF1690,FTZQ7,,LU1084165486,FTZP6
howF1691,FTZQ8,43106,LU1046420714,FTZP7
howF1692,FTZQ9,43130,LU1046420805,FTZP8
howF1693,FTZR0,43100,LU0605514560,FTZQ0
howF1694,FTZR1,43099,LU0605514487,FTZQ1
howF1695,FTZR2,43089,LU0370787193,FTZP9
howF1696,FTZR3,,LU0370787359,FTZQ2
howF1697,FTZR4,,LU0318940003,FTZQ3
howF1698,FTZR5,43047,LU0702159343,FTZQ4
howF1699,FTZR6,43122,LU0702159699,FTZQ6
howF1700,FTZR7,43145,LU0702159772,FTZQ7
howF1701,FTZR8,43048,LU0702159426,FTZQ5
howF1702,FTZR9,,LU0702159939,FTZQ8
howF1703,FTZS0,43013,LU1235295612,FTZQ9
howF1704,FTZS1,43012,LU1235294995,FTZR0
howF1705,FTZS2,,LU1235294300,FTZR3
howF1706,FTZS3,,LU1235295703,FTZR4
howF1707,FTZS4,43011,LU1235294482,FTZR1
howF1708,FTZS5,,LU1235294565,FTZR5
howF1709,FTZS6,,LU1207409209,FTZR2
howF1710,FTZS7,43149,LU0766125016,FTZS3
howF1711,FTZS8,,LU0766124985,FTZS4
howF1712,FTZS9,,LU1366333091,FTZS5
howF1713,FTZT0,,LU1366332952,FTZS6
howF1714,GAZ01,,IE0002987190,
howF1715,GAZ03,,IE0003012535,
howF1716,GAZ09,,IE0003002502,
howF1717,GAZ22,,IE0002987539,GAZ13
howF1718,GAZ23,,IE0002988503,GAZ14
howF1719,GAZ24,,IE0003001538,GAZ19
howF1720,GAZ25,,IE0003008186,GAZ20
howF1721,GAZ26,,IE0008506705,GAZ21
howF1722,GAZ27,,IE0005618750,GAZ17
howF1723,GAZ28,,IE0031142981,GAZ18
howF1724,GAZ31,,IE00B0HF3F37,GAZ15
howF1725,GAZ32,,IE00B0HF3J74,GAZ16
howF1726,GAZ34,,IE0002987315,
howF1727,GAZ35,,IE0005616481,
howF1728,GAZ36,,IE0002989915,
howF1729,GAZ37,,IE0003000563,
howF1730,GAZ38,,IE0003014135,
howF1731,GAZ39,,IE0003014572,
howF1732,GAZ42,,IE00B0HF2Z67,GAZ28
howF1733,GAZ43,,IE00B0HF3H50,
howF1734,GAZ44,,IE00B1W3WT65,GAZ25
howF1735,GAZ45,,IE00B1W3X048,GAZ24
howF1736,GAZ46,,IE00B1W3WR42,GAZ29
howF1737,GAZ47,,IE00B1D7ZC18,GAZ23
howF1738,GAZ48,,IE00B1D7ZK91,GAZ22
howF1739,GAZ49,,IE00B1D7Z989,
howF1740,GAZ50,,IE00B1D7Z328,
howF1741,GAZ51,,IE00B1W3YB22,GAZ27
howF1742,GAZ52,,IE00B1W3YJ08,GAZ26
howF1743,GAZ53,,IE00B1W3Y897,
howF1744,GAZ54,,IE00B1W3Y236,
howF1745,GSF01,38025,GABC,GSF01
howF1746,GSF02,38042,GEUC,GSF02
howF1747,GSF05,38029,GENC,GSF05
howF1748,GSF06,38044,GPRC,GSF06
howF1749,GSF08,,GBOC,GSF08
howF1750,GSF11,38026,GDHC,GSF11
howF1751,GSF13,38020,GEHC,GSF13
howF1752,GSF14,,GUSA,GSF14
howF1753,GSF18,38032,GUKC,GSF19
howF1754,GSF20,38023,GGOC,GSF17
howF1755,GSF21,38040,GDYC,GSF18
howF1756,GSF22,38007,GBGC,GSF16
howF1757,GSF34,38035,GAEC,GSF22
howF1758,GSF35,,GSFA,GSF21
howF1759,GSF36,38038,GDHCEH,GSF23
howF1760,GSF37,,GDY501,GSF25
howF1761,GSF39,38028,GEMDC,GSF27
howF1762,GSF40,38039,GDRC,GSF26
howF1763,GSF41,,GDHFACC,GSF31
howF1764,GSF42,,GAEFACC,GSF30
howF1765,GSF43,,GEMDFACC,GSF29
howF1766,GSF44,,GDRFACC,GSF28
howF1767,GSF46,38004,EMECACC,GSF33
howF1768,GSF47,38022,GFFC,GSF34
howF1769,GSF49,,GUSFACC,GSF35
howF1770,GSF50,,GEN466,GSF38
howF1771,GSF51,,GGO449,GSF37
howF1772,GSF52,38021,GEHCU,GSF39
howF1773,GSF53,38033,GEHCUH,GSF40
howF1774,GSF54,,GDH454,GSF49
howF1775,GSF57,,GAB471,GSF54
howF1776,GSF58,,GEHFU,GSF41
howF1777,GSF59,,GEHFUH,GSF42
howF1778,GSF60,,GEHFACC,GSF43
howF1779,GSF61,,GEH554,GSF44
howF1780,GSF62,,GEH608,GSF45
howF1781,GSF64,,EME513,GSF57
howF1782,GSF65,38027,GEM660,GSF50
howF1783,GSF66,,GEM531,GSF51
howF1784,GSF67,,GEU469,GSF55
howF1785,GSF68,38013,GFF908,GSF58
howF1786,GSF69,,GFF902,GSF59
howF1787,GSF71,,GPR463,GSF56
howF1788,GSF72,,GBG623,GSF60
howF1789,GSF73,,GBGFACC,GSF61
howF1790,GSF74,,GBO447,GSF46
howF1791,GSF76,38003,EMCDC,GSF63
howF1792,GSF77,38047,EMC651,GSF77
howF1793,GSF78,,EMCDF,
howF1794,GSF79,,EMC654,
howF1795,GSF80,38016,GDH667,GSF65
howF1796,GSF81,38009,GDH666,GSF64
howF1797,GSF82,38019,GEH755,GSF67
howF1798,GSF83,38017,GEH754,GSF66
howF1799,GSF84,38014,GFF915,GSF74
howF1800,GSF85,38015,GFF917,GSF73
howF1801,GSF86,38018,GFF918,GSF72
howF1802,GSF87,,GFF916,GSF75
howF1803,GSF88,38005,GBG698,GSF70
howF1804,GSF89,38036,GBG479,GSF69
howF1805,GSF90,38037,GBG485,GSF68
howF1806,GSF91,,GBG699,GSF71
howF1807,GSF92,,GPRA,GSF76
howF1808,GSF93,,GPRAACC,
howF1809,GSF95,,GDH565,
howF1810,GSF96,,GAE576,
howF1811,GSF99,,GAB489,
howF1812,GSFA1,,GUK820,
howF1813,GSFA2,,GEH107,
howF1814,GSFA3,,GEH613,
howF1815,GSFA5,,EMC652,
howF1816,GSFA6,,EMC648,
howF1817,GSFA7,,EME514,
howF1818,GSFA8,,EME519,
howF1819,GSFA9,,GEM625,
howF1820,GSFB0,,GEM533,
howF1821,GSFB1,,GEM624,
howF1822,GSFB2,,GEU677,
howF1823,GSFB3,,GDR544,
howF1824,GSFB4,,GDR743,
howF1825,GSFB6,,GFF905,
howF1826,GSFB7,,GFF904,
howF1827,GSFB8,,GEN497,
howF1828,GSFB9,,GEN580,
howF1829,GSFC0,,GEN581,
howF1830,GSFC1,,GDY832,
howF1831,GSFC2,,GDY573,
howF1832,GSFC5,,GPR500,
howF1833,GSFC6,,GPR571,
howF1834,GSFC7,,GBG568,
howF1835,GSFC8,,GGO582,
howF1836,GSFC9,,GGO369,
howF1837,GSFD0,,GBO563,
howF1838,GSFD1,,EMC649,
howF1839,GSFD2,,GEU082,
howF1840,GSFD3,38002,EMC779,GSF79
howF1841,GSFD4,38001,EMC749,GSF78
howF1842,GSFD5,,GEU261,
howF1843,GSFD6,38041,GEU262,GSF80
howF1844,GSFD7,,GEU263,
howF1845,GSFD8,38006,GEE852,GSF81
howF1846,GSFD9,38010,GEE856,GSF82
howF1847,GSFF0,,GEE857,GSF84
howF1848,GSFF1,,GEE853,GSF83
howF1849,GSFF2,,GEU789,
howF1850,GSFF3,38012,GEE859,GSF86
howF1851,GSFF4,38011,GEE858,GSF85
howF1852,GSFF5,,GEE849,
howF1853,GSFF6,,GEE851,
howF1854,GSFF7,,GEE855,GSF88
howF1855,GSFF8,,GEE854,GSF87
howF1856,GSFF9,38046,EMA763,GSF91
howF1857,GSFG0,38045,EMA758,GSF89
howF1858,GSFG1,,EMA769,
howF1859,GSFG3,,EMA761,
howF1860,GSFG4,,EMA768,
howF1861,GSFG5,,GFF020,
howF1862,GSFG6,38043,GFF021,GSF90
howF1863,GSFG7,,GFF022,
howF1864,GSFG8,,GFF023,
howF1865,GSFG9,38048,GUS310,GSF92
howF1866,GSFH0,,GUS472,
howF1867,GSFH1,,GPR272,GSF96
howF1868,GSFH2,38024,GPR273,GSF93
howF1869,GSFH3,,GPR274,
howF1870,GSFH4,,GPR275,
howF1871,GSFH5,,GEU524,
howF1872,GSFH6,38034,GEU027,GSF94
howF1873,GSFH7,,GEU106,
howF1874,GSFH8,38030,GQE147,GSFA0
howF1875,GSFH9,,GQE148,GSF95
howF1876,GSFI0,,GQE146,
howF1877,GSFI1,,GQE140,
howF1878,GSFI2,,GQE145,
howF1879,GSFI3,,GQE150,
howF1880,GSFI4,,GQE149,
howF1881,GSFI5,,GQE141,
howF1882,GSFI6,,GQE143,
howF1883,GSFI7,,EMC653,
howF1884,GSFI8,,EMC659,
howF1885,GSFI9,,GQE155,GSF98
howF1886,GSFJ0,,GQE154,GSF99
howF1887,GSFJ1,,GQE153,GSF97
howF1888,HHZ03,40003,HEN03,HHZ03
howF1889,HHZ04,40001,HEN01,HHZ04
howF1890,HHZ06,40005,HEN05,HHZ06
howF1891,HHZ07,40008,HEN09,HHZ07
howF1892,HHZ09,40002,HEN02,HHZ09
howF1893,HHZ10,40004,HEN04,HHZ10
howF1894,HHZ11,40007,HEN08,HHZ11
howF1895,HHZ13,40009,HEN10,HHZ13
howF1896,HHZ14,40010,HEN11,HHZ14
howF1897,HHZ15,40011,HEN12,HHZ15
howF1898,HHZ17,40006,HEN07,HHZ17
howF1899,HHZ18,40012,HEN13,HHZ18
howF1900,HHZ19,40013,HEN14,HHZ19
howF1901,HHZ20,40014,HEN15,HHZ23
howF1902,HHZ21,40015,HEN16,HHZ21
howF1903,HHZ22,40016,HEN17,HHZ22
howF1904,HHZ23,40017,HEN18,HHZ20
howF1905,HHZ24,,HEN19,HHZ24
howF1906,HSZ05,,TAEEA,HSZ05
howF1907,HSZ06,,TINDA,HSZ06
howF1908,HSZ07,,TGIBA,HSZ07
howF1909,HSZ11,,TUSBA,HSZ11
howF1910,HSZ15,,TGTEA,HSZ14
howF1911,HSZ17,,TUKEA,HSG04
howF1912,HSZ18,,TGEMA,HSG01
howF1913,HSZ19,,TGEEA,HSZ02
howF1914,HSZ21,,TAPHA,HSZ17
howF1915,HSZ22,,TBEAD,HSZ19
howF1916,HSZ23,,TEESA,HSZ16
howF1917,HSZ24,,TGKEA,HSZ18
howF1918,HSZ25,,TCHIE,HBH01
howF1919,HSZ26,,TASIE,HSZ20
howF1920,HSZ27,,TREAD,HSZ21
howF1921,HSZ28,,TCMCA,HSZ23
howF1922,HSZ29,,TBMAC,HSZ22
howF1923,HSZ31,,TIEME,HSZ24
howF1924,HSZ32,,TBEAC,HSZ26
howF1925,HSZ34,,TGEID,HSG07
howF1926,HSZ35,,TGBAC,HSZ27
howF1927,HSZ36,,TGBAM,HSZ28
howF1928,HSZ37,,TLAAD,HSZ29
howF1929,HSZ38,,THBCU,HSZ30
howF1930,HSZ39,,THBMU,HSZ31
howF1931,HSZ40,,THBIC,HSZ32
howF1932,HSZ41,,THBID,HSZ33
howF1933,HSZ42,,TGEIC,HSZ34
howF1934,HSZ43,,THBAU,HSZ35
howF1935,HSZ44,,TGBAU,HSZ36
howF1936,HSZ45,,TCHIC,HSZ50
howF1937,HSZ46,,TCHID,HSZ51
howF1938,HSZ47,,TBEIC,HSZ43
howF1939,HSZ48,,TBEID,HSZ44
howF1940,HSZ51,,TINIC,HSZ55
howF1941,HSZ52,,TINDI,HSZ57
howF1942,HSZ53,,TAPHI,HSZ52
howF1943,HSZ54,,TAPHD,HSZ71
howF1944,HSZ55,,TASIC,HSZ46
howF1945,HSZ56,,TASII,HSZ48
howF1946,HSZ57,,TLAIC,HSZ61
howF1947,HSZ58,,TLAID,HSZ75
howF1948,HSZ59,,TREIC,HSZ56
howF1949,HSZ60,,TREAI,HSZ72
howF1950,HSZ61,,TUIBC,HSZ37
howF1951,HSZ62,,TUIBI,HSZ38
howF1952,HSZ65,,TUKIC,HSZ74
howF1953,HSZ66,,TUKID,HSZ60
howF1954,HSZ67,,TCMIC,HSZ45
howF1955,HSZ68,,TCMID,HSZ68
howF1956,HSZ69,,TGTEC,HSZ47
howF1957,HSZ70,,TGTED,HSZ69
howF1958,HSZ71,,TBMIC,HSZ49
howF1959,HSZ72,,TBMID,HSZ70
howF1960,HSZ73,,TEESI,HSZ62
